,source,published,title,abstract,type,scrapper,label,query_date,query_pattern
2176,7NEWS.com.au,"Sun, 15 Nov 2020 08:00:00 GMT","SA COVID restrictions: Pubs, clubs, residences, funerals and aged care capped over new Adelaide cluster - 7NEWS.com.au",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2177,New Zealand Herald,"Thu, 19 Nov 2020 08:00:00 GMT",Sexuality and aged care: Research reveals 'unspoken' blurred boundaries of consent - New Zealand Herald,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2178,The Weekly SOURCE,"Thu, 12 Nov 2020 08:00:00 GMT",Person Centred Software warns carers of potential COVID infection - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2179,UNSW Newsroom,"Thu, 12 Nov 2020 08:00:00 GMT",Healthcare workers almost three times more likely to get COVID-19 - UNSW Newsroom,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2180,Australian Hospital + Healthcare Bulletin,"Mon, 02 Nov 2020 08:00:00 GMT",Food packaging — why is it so important? - Australian Hospital + Healthcare Bulletin,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2181,The Australian,"Thu, 05 Nov 2020 08:00:00 GMT",Coronavirus: ‘toothless regulator’ failed to help the aged - The Australian,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2182,Australian Ageing Agenda,"Mon, 30 Nov 2020 08:00:00 GMT",Warrigal acquires two facilities in Canberra - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2183,Australian Ageing Agenda,"Tue, 03 Nov 2020 08:00:00 GMT",Goodwin appoints new pharmacist to the team - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-11-30+after:2020-11-01"
2184,Australian Government Department of Health,"Tue, 06 Oct 2020 07:00:00 GMT",Budget 2020–21: Ageing and aged care - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2185,The Conversation,"Mon, 19 Oct 2020 07:00:00 GMT","If we have the guts to give older people a fair go, this is how we fix aged care in Australia - The Conversation",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2186,Australian Ageing Agenda,"Wed, 14 Oct 2020 07:00:00 GMT",The case for more nurses in aged care - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2187,Australian Government Department of Health,"Tue, 06 Oct 2020 07:00:00 GMT",Budget 2020–21 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2188,Talking Aged Care,"Thu, 22 Oct 2020 07:00:00 GMT",Final Royal Commission submission and proposed recommendations cause a stir - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2189,The Conversation,"Tue, 06 Oct 2020 07:00:00 GMT","Aged-care facilities need accredited infection control experts. Who are they, and what will they do? - The Conversation",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2190,Talking Aged Care,"Tue, 20 Oct 2020 07:00:00 GMT",Government trialling potential ACFI replacement in 2021 - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2191,Australian Ageing Agenda,"Wed, 21 Oct 2020 07:00:00 GMT",Staffing top concern for aged care residents - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2192,ABC News,"Wed, 14 Oct 2020 07:00:00 GMT","Australian doctors, nurses and aged care workers tell us how they're dealing with COVID-19 - ABC News",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2193,The Conversation,"Thu, 01 Oct 2020 07:00:00 GMT",Older Australians deserve more than the aged care royal commission's COVID-19 report delivers - The Conversation,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2194,Catholic Leader,"Thu, 08 Apr 2021 14:48:11 GMT",Most shocking detail of aged care abuse revealed in Royal Commission closing - Catholic Leader,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2195,The Conversation,"Thu, 22 Oct 2020 07:00:00 GMT",Asian countries do aged care differently. Here's what we can learn from them - The Conversation,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2196,Australian Ageing Agenda,"Wed, 07 Oct 2020 07:00:00 GMT",Inquiry hears about 'eye-watering' surge workforce contracts - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2197,The Weekly SOURCE,"Fri, 30 Oct 2020 07:00:00 GMT","Federal Government turned down PPE requests from over 1,500 aged care homes - The Weekly SOURCE",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2198,The Weekly SOURCE,"Thu, 29 Oct 2020 07:00:00 GMT",Medical & Aged Care Group announces sale of their Medical Practices to fund future residential care acquisitions - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2199,ABC News,"Fri, 23 Oct 2020 07:00:00 GMT",The 10-page 1997 memo that brought us to where we are today on aged care - ABC News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2200,Catholic Leader,"Thu, 08 Apr 2021 16:22:51 GMT",Royal Commission's report says aged care sector must be fixed - Catholic Leader,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2201,Sydney Morning Herald,"Wed, 28 Oct 2020 07:00:00 GMT",Government rejected requests for PPE from hundreds of aged care homes at peak of pandemic - Sydney Morning Herald,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2202,The Weekly SOURCE,"Sat, 10 Oct 2020 07:00:00 GMT",Professor Kathy Eagar calls for new National Aged Care Authority as Royal Commission releases submissions on system governance – will the Commissioners agree? - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2203,The Guardian Australia,"Wed, 14 Oct 2020 07:00:00 GMT",'We learned the hard way': inside the war room to contain Victoria's aged care Covid outbreak - The Guardian Australia,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2204,The Age,"Sat, 03 Oct 2020 07:00:00 GMT",'Go to your room for two weeks': lockdown toll on aged care residents - The Age,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2205,The Weekly SOURCE,"Tue, 27 Oct 2020 07:00:00 GMT",Royal Commission wrap: Counsel Assisting recommends ‘small home’ models to become the norm for aged care developments by 2025 – what will this mean for retirement village and land lease operators? - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2206,The Weekly SOURCE,"Sat, 31 Oct 2020 07:00:00 GMT",Fair Work Commission extends paid pandemic leave for aged care workers until 29 March 2021 - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2207,Australian Government Department of Health,"Thu, 08 Oct 2020 07:00:00 GMT",Coronavirus (COVID-19) – COVID-19 के दौरान मानसिक स्वास्थ्य के लिए डिजिटल और टेलीफोन समर्थन (Digital and telephone mental health support) - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2208,Sydney Morning Herald,"Fri, 23 Oct 2020 07:00:00 GMT",Specialised GPs for older Australians proposed in radical aged care overhaul - Sydney Morning Herald,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2209,The Guardian,"Tue, 27 Oct 2020 07:00:00 GMT",Aged care minister Richard Colbeck says he's not personally responsible for 700 Covid deaths - The Guardian,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2210,The Age,"Thu, 08 Oct 2020 07:00:00 GMT",Residents 'failed' as second coronavirus outbreak hits nursing home - The Age,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2211,University of Sydney,"Tue, 06 Oct 2020 07:00:00 GMT",Research backs home-based program for people living with dementia - University of Sydney,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2212,The Weekly SOURCE,"Thu, 29 Oct 2020 07:00:00 GMT","Kristina Keneally questions why Gary Barnier was awarded $920,000 Department of Health contract under limited tender – Mable contract not being renegotiated - The Weekly SOURCE",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2213,ABC News,"Mon, 19 Oct 2020 07:00:00 GMT",Burnie aged care workers fear COVID-19 outbreak as Tasmania prepares to reopen border - ABC News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2214,Australian Ageing Agenda,"Tue, 13 Oct 2020 07:00:00 GMT",Megan Braithwaite makes move to Hayylo - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2215,The Weekly SOURCE,"Wed, 14 Oct 2020 07:00:00 GMT","UK Government accused of human rights abuse over 18,000 COVID deaths in British aged care homes – failure to transfer residents to hospital a violation of their right to life - The Weekly SOURCE",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2216,Talking Aged Care,"Mon, 26 Oct 2020 07:00:00 GMT",Winners announced for LASA's 2020 Excellence in Age Services Awards - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2217,The Weekly SOURCE,"Tue, 13 Oct 2020 07:00:00 GMT",Flinders University and Wells Advisory to develop model for $34 million aged care research centre proposed by Workforce Strategy - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2218,Inside Ageing,"Fri, 02 Oct 2020 07:00:00 GMT",Work with meaning: Aged care as a rewarding career - Inside Ageing,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2219,The Weekly SOURCE,"Thu, 15 Oct 2020 07:00:00 GMT",“Building the Aged Care of Tomorrow”: Catholic Healthcare opens new Memory Support Unit in QLD’s Fortitude Valley – signals ongoing commitment to consolidation and new aged care homes - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2220,The Age,"Sat, 10 Oct 2020 07:00:00 GMT",'Big trouble': No clear plan to prevent another nursing home disaster - The Age,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2221,The Weekly SOURCE,"Thu, 15 Oct 2020 07:00:00 GMT",Nursing and aged care top list of Australia’s 20 in-demand occupations - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2222,Australian Ageing Agenda,"Wed, 21 Oct 2020 07:00:00 GMT",Life Care appoints executive chef - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2223,The Weekly SOURCE,"Thu, 08 Oct 2020 07:00:00 GMT",Signature Care hits speed bump with 144-bed aged care facility south of Perth - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2224,Australian Hospital + Healthcare Bulletin,"Mon, 12 Oct 2020 07:00:00 GMT",The rising cost of workplace mental health injuries - Australian Hospital + Healthcare Bulletin,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-10-31+after:2020-10-01"
2225,Australian Government Department of Health,"Fri, 18 Sep 2020 07:44:57 GMT",COVID-19 outbreaks in Australian residential aged care facilities - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2226,Monash Lens,"Thu, 17 Sep 2020 07:00:00 GMT",Aged care is at a crossroads – can AI technologies help? – Monash Lens - Monash Lens,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2227,Talking Aged Care,"Wed, 30 Sep 2020 07:00:00 GMT",The power of language - nursing home resident vs aged care consumer - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2228,Inside Ageing,"Mon, 14 Sep 2020 07:00:00 GMT",Aged care workforce stressed and under pressure - Inside Ageing,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2229,The Saturday Paper,"Sat, 12 Sep 2020 07:00:00 GMT",The collapse of aged care (part one) - The Saturday Paper,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2230,The Saturday Paper,"Sat, 19 Sep 2020 07:00:00 GMT",The collapse of aged care (part two) - The Saturday Paper,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2231,The Mandarin,"Wed, 09 Sep 2020 07:00:00 GMT",Health department's aged care website wins Good Design Award - The Mandarin,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2232,Australian Hospital + Healthcare Bulletin,"Thu, 03 Sep 2020 07:00:00 GMT",Roadmap to financing five-star aged-care system released - Australian Hospital + Healthcare Bulletin,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2233,Australian Hospital + Healthcare Bulletin,"Mon, 21 Sep 2020 07:00:00 GMT","Trauma rife among aged-care residents, says researcher - Australian Hospital + Healthcare Bulletin",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2234,RACGP,"Thu, 03 Sep 2020 07:00:00 GMT",newsGP - GPs call for clarity over recovered COVID patients in aged care - RACGP,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2235,The Conversation,"Tue, 29 Sep 2020 07:00:00 GMT",The budget must address aged care — here are 3 key priorities - The Conversation,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2236,Inside Ageing,"Thu, 10 Sep 2020 07:00:00 GMT",Aged care: an industry in crisis with plenty of blame to go around - Inside Ageing,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2237,The Guardian,"Thu, 24 Sep 2020 07:00:00 GMT",Melbourne aged care residents ‘incarcerated’ in rooms for two months - The Guardian,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2238,Sydney Morning Herald,"Tue, 01 Sep 2020 07:00:00 GMT",Highest risk for older people needing aged care is in their own homes - Sydney Morning Herald,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2239,Australian Ageing Agenda,"Thu, 17 Sep 2020 07:00:00 GMT",RC hears aged care redesign proposal - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2240,Australian Ageing Agenda,"Tue, 01 Sep 2020 07:00:00 GMT",Govt adds $563 million to aged care’s COVID response - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2241,Australian Ageing Agenda,"Tue, 15 Sep 2020 07:00:00 GMT",Report shows decline in aged care deaths - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2242,Australian Government Department of Health,"Thu, 24 Sep 2020 07:00:00 GMT",Cancer initiatives and programs - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2243,The Guardian Australia,"Fri, 04 Sep 2020 07:00:00 GMT","Millions for aged care investors, but homes lack nurses: where does $13bn in federal funding go? - The Guardian Australia",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2244,The Guardian,"Tue, 29 Sep 2020 07:00:00 GMT",Brendan Murphy admits earlier federal action could have prevented some aged care deaths in Australia - The Guardian,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
2245,The Age,"Tue, 08 Sep 2020 07:00:00 GMT",Federal aged care watchdog approved homes with worst COVID-19 outbreaks - The Age,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2020-09-30+after:2020-09-01"
